employee_id,fullname,nip,years_of_service_months,company_name,area_name,position_name,department_name,division_name,directorate_name,grade_name,education_name,major_name,is_high
EMP100181,Dewi Mahardika Salsabila,564954,63,PT Aurora Beauty Indonesia,HQ,HRBP,Marketing,Talent Management,Commercial,III,SMA,Economics,0.0
EMP100182,Joko Kusuma Maulana,980488,49,PT Lumo Cosmetics Asia,Plant,HRBP,Marketing,Talent Management,Technology,III,S1,Statistics,0.0
EMP100183,Valdo Herlambang,212000,16,PT Aurora Beauty Indonesia,Distribution,Data Analyst,Marketing,Talent Management,HR & Corp Affairs,V,SMA,Statistics,0.0
EMP100184,Rizka Pamungkas,270387,62,PT Mandala Distribution Center,Plant,Finance Officer,Finance,Talent Management,HR & Corp Affairs,V,S2,Design,0.0
EMP100185,Yuni Anugrah Subekti,360441,59,PT Lumo Cosmetics Asia,Distribution,Supply Planner,HR,Sales,HR & Corp Affairs,IV,S2,Business,0.0
EMP100186,Rizki Halim,489939,59,PT Lumo Cosmetics Asia,Store,Finance Officer,Operations,Product Dev,Technology,IV,S1,Statistics,1.0
EMP100187,Ayu Tamba,561710,39,PT VASKA Wellness,Store,Supply Planner,R&D,Talent Management,HR & Corp Affairs,III,S1,Business,0.0
EMP100188,Novi Pramudita Syahputra,711579,7,PT Lumo Cosmetics Asia,Plant,Brand Executive,Finance,Sales,Technology,V,S2,Business,0.0
EMP100189,Andi Ganesha Hartanto,355817,78,PT Lumo Cosmetics Asia,Plant,Brand Executive,IT,Operations,HR & Corp Affairs,V,SMA,Statistics,0.0
EMP100190,Kartika Santoso,820251,45,PT VASKA Wellness,Distribution,Sales Supervisor,R&D,Product Dev,Technology,III,S2,Statistics,0.0
EMP100191,Cahyo Wijaya,731090,61,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Finance,Sales,Commercial,III,S1,Engineering,0.0
EMP100192,Yoga Handayani,437723,86,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,HR,Talent Management,Technology,IV,S2,Statistics,
EMP100193,Kurnia Anugrah Kurniawan,263702,38,PT Mandala Distribution Center,HQ,Sales Supervisor,HR,Digital Marketing,Commercial,III,SMA,Business,0.0
EMP100194,Arif Hasibuan,345752,41,PT Lumo Cosmetics Asia,HQ,Brand Executive,IT,Digital Marketing,Commercial,IV,D3,Design,0.0
EMP100195,Fitri Purnama,395742,29,PT Lumo Cosmetics Asia,Plant,Finance Officer,R&D,Digital Marketing,Commercial,IV,SMA,Economics,0.0
EMP100196,Kurnia Situmorang,229790,34,PT Lumo Cosmetics Asia,Plant,Data Analyst,Marketing,Sales,Commercial,V,SMA,Economics,0.0
EMP100197,Fitri Santoso,895048,15,PT Aurora Beauty Indonesia,Store,HRBP,Operations,Sales,Commercial,V,D3,Economics,0.0
EMP100198,Citra Baskara Suharto,693575,66,PT VASKA Wellness,Store,Brand Executive,HR,Digital Marketing,Technology,IV,D3,Engineering,
EMP100199,Valdo Zulfikar Halim,571816,70,PT Aurora Beauty Indonesia,Plant,Brand Executive,Operations,Operations,Technology,IV,S2,Engineering,0.0
EMP100200,Lestari Pratomo,560557,46,PT Mandala Distribution Center,Distribution,Sales Supervisor,HR,Operations,HR & Corp Affairs,IV,S1,Economics,0.0
EMP100201,Gita Ganesha Santoso,960157,29,PT Mandala Distribution Center,HQ,Brand Executive,Operations,Sales,Technology,V,S1,Psychology,0.0
EMP100202,Rizky Anugrah Suharto,899344,26,PT Lumo Cosmetics Asia,Plant,HRBP,IT,Operations,Commercial,III,D3,Economics,0.0
EMP100203,Teguh Kusuma Siregar,261676,46,PT Aurora Beauty Indonesia,Plant,Brand Executive,Operations,Product Dev,HR & Corp Affairs,III,D3,Engineering,0.0
EMP100204,Utami Candra Ginting,744103,75,PT Aurora Beauty Indonesia,Store,HRBP,Marketing,Talent Management,HR & Corp Affairs,III,S1,Economics,0.0
EMP100205,Vania Adi Nugroho,360370,12,PT Mandala Distribution Center,Plant,Finance Officer,HR,Sales,Commercial,V,S1,Psychology,0.0
EMP100206,Sari Pratomo,360509,38,PT Aurora Beauty Indonesia,Store,HRBP,R&D,Digital Marketing,HR & Corp Affairs,V,D3,Economics,0.0
EMP100207,Lestari Qolbi Setiawan,214779,54,PT Aurora Beauty Indonesia,HQ,Brand Executive,Finance,Sales,Technology,IV,D3,Economics,
EMP100208,Hadi Tri Maulida,256506,79,PT Lumo Cosmetics Asia,Plant,Brand Executive,R&D,Operations,Technology,IV,D3,Design,
EMP100209,Nugroho Pamungkas,244390,45,PT VASKA Wellness,HQ,Supply Planner,R&D,Digital Marketing,HR & Corp Affairs,III,SMA,Psychology,0.0
EMP100210,Zaki Jatmiko Sinaga,141771,56,PT Aurora Beauty Indonesia,Store,HRBP,Marketing,Digital Marketing,Technology,IV,SMA,Economics,0.0
EMP100211,Dian Tri Pratomo,642425,38,PT Lumo Cosmetics Asia,Distribution,Brand Executive,IT,Sales,Technology,III,SMA,Psychology,0.0
EMP100212,Galih Kurniawan,286882,14,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Operations,Talent Management,Technology,V,S2,Engineering,0.0
EMP100213,Rizky Permadi,636241,59,PT Mandala Distribution Center,HQ,HRBP,R&D,Operations,HR & Corp Affairs,V,S2,Business,0.0
EMP100214,Oktavia Subekti,709787,16,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,Marketing,Sales,HR & Corp Affairs,V,S1,Business,0.0
EMP100215,Valdo Wijaya,822227,97,PT VASKA Wellness,HQ,Brand Executive,Finance,Product Dev,Commercial,III,S2,Engineering,0.0
EMP100216,Sari Ananda,408721,10,PT Mandala Distribution Center,Distribution,Sales Supervisor,R&D,Talent Management,Commercial,IV,SMA,Engineering,0.0
EMP100217,Luthfi Purnama,738931,35,PT VASKA Wellness,Plant,Brand Executive,Operations,Sales,Technology,III,D3,Design,0.0
EMP100218,Ayu Lukman,945788,35,PT Mandala Distribution Center,Store,Data Analyst,R&D,Digital Marketing,HR & Corp Affairs,IV,S2,Business,0.0
EMP100219,Julia Kusuma Santoso,398604,14,PT Lumo Cosmetics Asia,Distribution,Sales Supervisor,Operations,Product Dev,HR & Corp Affairs,IV,D3,Engineering,
EMP100220,Rizka Adi Setiawan,454642,63,PT VASKA Wellness,HQ,Supply Planner,R&D,Product Dev,Technology,III,SMA,Psychology,0.0
EMP100221,Dimas Qolbi Maulana,565432,3,PT Mandala Distribution Center,Store,Data Analyst,IT,Product Dev,Technology,III,D3,Business,0.0
EMP100222,Luthfi Wijaya,476268,88,PT VASKA Wellness,Plant,Brand Executive,Finance,Sales,HR & Corp Affairs,IV,S2,Business,0.0
EMP100223,Utami Mahardika Rohman,812910,2,PT Mandala Distribution Center,Plant,Data Analyst,IT,Sales,Technology,V,SMA,Economics,0.0
EMP100224,Rafa Maulida,414878,75,PT Aurora Beauty Indonesia,HQ,HRBP,HR,Digital Marketing,Commercial,V,D3,Engineering,0.0
EMP100225,Fajar Purnama,410679,48,PT Lumo Cosmetics Asia,Distribution,Supply Planner,IT,Digital Marketing,Commercial,V,S2,Design,0.0
EMP100226,Nabila Simanjuntak,407321,11,PT VASKA Wellness,Distribution,HRBP,IT,Digital Marketing,Commercial,III,S1,Engineering,0.0
EMP100227,Wulan Suharto,836120,61,PT VASKA Wellness,Store,Brand Executive,R&D,Sales,Technology,IV,S1,Engineering,
EMP100228,Satya Candra Handayani,827729,53,PT Mandala Distribution Center,HQ,Data Analyst,HR,Sales,Commercial,IV,S1,Engineering,0.0
EMP100229,Rizki Putra,636376,22,PT VASKA Wellness,HQ,Supply Planner,Operations,Talent Management,Technology,V,S2,Psychology,1.0
EMP100230,Eko Indrawan,222544,91,PT Mandala Distribution Center,Store,Brand Executive,HR,Digital Marketing,Technology,IV,S1,Engineering,0.0
EMP100231,Satya Halim Hidayat,732788,17,PT Lumo Cosmetics Asia,Store,Brand Executive,IT,Talent Management,Commercial,IV,S1,Economics,1.0
EMP100232,Zaki Ridwan,501019,65,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Marketing,Sales,Technology,V,S2,Design,0.0
EMP100233,Utami Iqbal Gunawan,240856,66,PT VASKA Wellness,Store,Supply Planner,Operations,Sales,Technology,IV,SMA,Statistics,0.0
EMP100234,Galih Jatmiko Maulana,213578,19,PT Mandala Distribution Center,HQ,Supply Planner,IT,Operations,Technology,IV,SMA,Psychology,
EMP100235,Bayu Maulida,886319,36,PT Mandala Distribution Center,Plant,Supply Planner,R&D,Operations,Commercial,IV,S2,Design,0.0
EMP100236,Teguh Santoso,274035,20,PT Aurora Beauty Indonesia,Plant,HRBP,Operations,Sales,Technology,III,S2,Engineering,0.0
EMP100237,Sari Halim Siregar,225799,36,PT Mandala Distribution Center,Plant,Data Analyst,Operations,Talent Management,Technology,V,S2,Business,
EMP100238,Dewi Siregar,729851,98,PT Aurora Beauty Indonesia,Plant,Brand Executive,Marketing,Product Dev,Commercial,III,S2,Business,0.0
EMP100239,Dimas Sinaga,307781,16,PT Aurora Beauty Indonesia,HQ,Brand Executive,Marketing,Product Dev,Commercial,IV,S2,Statistics,
EMP100240,Oktavia Hartanto,589164,19,PT Aurora Beauty Indonesia,Plant,Brand Executive,HR,Talent Management,Technology,III,S2,Business,0.0
EMP100241,Sari Saputra Lukman,692319,81,PT Mandala Distribution Center,HQ,Supply Planner,Marketing,Operations,Commercial,IV,D3,Statistics,0.0
EMP100242,Rifqi Pamungkas,761064,52,PT Mandala Distribution Center,Distribution,Data Analyst,Operations,Operations,HR & Corp Affairs,IV,S1,Economics,0.0
EMP100243,Sari Yudhistira Setiawan,828379,40,PT VASKA Wellness,Plant,Data Analyst,HR,Operations,HR & Corp Affairs,III,SMA,Psychology,0.0
EMP100244,Zaki Suharto,107836,85,PT Aurora Beauty Indonesia,HQ,Finance Officer,IT,Sales,Commercial,IV,S2,Engineering,0.0
EMP100245,Budi Kurniawan,773435,79,PT VASKA Wellness,Distribution,Finance Officer,Marketing,Digital Marketing,HR & Corp Affairs,IV,S1,Engineering,0.0
EMP100246,Rizky Subekti,415281,28,PT Aurora Beauty Indonesia,Distribution,Finance Officer,IT,Product Dev,Technology,III,S1,Design,0.0
EMP100247,Hadi Ganesha Wijaya,546699,59,PT Aurora Beauty Indonesia,Distribution,Brand Executive,IT,Digital Marketing,Technology,V,D3,Psychology,
EMP100248,Ahmad Erlangga Siregar,937306,7,PT VASKA Wellness,Plant,Brand Executive,Operations,Digital Marketing,HR & Corp Affairs,IV,S2,Engineering,0.0
EMP100249,Evi Ridwan,878002,82,PT Mandala Distribution Center,Store,Data Analyst,R&D,Operations,Technology,III,D3,Psychology,0.0
EMP100250,Arif Mahardika Kusuma,284620,56,PT Mandala Distribution Center,HQ,Brand Executive,Finance,Sales,Commercial,V,SMA,Statistics,0.0
EMP100251,Vania Halim Santoso,686738,25,PT Aurora Beauty Indonesia,Plant,Finance Officer,IT,Talent Management,Technology,IV,S1,Psychology,0.0
EMP100252,Wulan Adi Mahendra,178638,65,PT VASKA Wellness,HQ,Supply Planner,Operations,Product Dev,Technology,III,D3,Psychology,0.0
EMP100253,Putri Kusuma,728438,83,PT VASKA Wellness,HQ,Data Analyst,Operations,Talent Management,HR & Corp Affairs,IV,S1,Statistics,
EMP100254,Wulan Salsabila,372212,55,PT Aurora Beauty Indonesia,Store,Brand Executive,IT,Operations,Technology,III,D3,Statistics,0.0
EMP100255,Cahyo Anggara,299456,49,PT Lumo Cosmetics Asia,Plant,Data Analyst,HR,Digital Marketing,HR & Corp Affairs,IV,S1,Engineering,0.0
EMP100256,Maya Dharma Pamungkas,372471,54,PT Lumo Cosmetics Asia,Store,Data Analyst,R&D,Product Dev,Commercial,IV,S2,Design,0.0
EMP100257,Zahra Aji Zulfikar,761892,85,PT VASKA Wellness,Distribution,Finance Officer,Marketing,Digital Marketing,HR & Corp Affairs,V,SMA,Statistics,
EMP100258,Fitri Adi Maulana,987651,4,PT Aurora Beauty Indonesia,Plant,HRBP,Operations,Product Dev,Commercial,III,D3,Business,0.0
EMP100259,Gita Ridwan,873855,52,PT VASKA Wellness,Distribution,Supply Planner,Operations,Product Dev,Technology,V,D3,Statistics,0.0
EMP100260,Ahmad Pramudita Siregar,774643,88,PT Mandala Distribution Center,Store,Data Analyst,Operations,Digital Marketing,HR & Corp Affairs,IV,D3,Engineering,0.0
EMP100261,Valdo Gunawan,998529,42,PT Aurora Beauty Indonesia,Distribution,Brand Executive,Operations,Talent Management,Technology,III,S1,Business,0.0
EMP100262,Iman Baskara Saputra,712560,55,PT Aurora Beauty Indonesia,HQ,HRBP,HR,Sales,Commercial,IV,S2,Business,0.0
EMP100263,Maya Handayani,335338,70,PT VASKA Wellness,Store,Brand Executive,R&D,Operations,Commercial,IV,S1,Engineering,
EMP100264,Citra Utami,662357,95,PT VASKA Wellness,Distribution,Brand Executive,Operations,Talent Management,Technology,IV,S2,Economics,0.0
EMP100265,Citra Yulianto,688712,47,PT Mandala Distribution Center,Distribution,Finance Officer,IT,Sales,Technology,III,S2,Psychology,0.0
EMP100266,Prasetyo Firmansyah,672031,49,PT VASKA Wellness,Distribution,Supply Planner,HR,Talent Management,Commercial,V,D3,Engineering,0.0
EMP100267,Nurlita Saputra Sinaga,872771,61,PT Mandala Distribution Center,Distribution,HRBP,Marketing,Digital Marketing,Commercial,IV,S1,Design,0.0
EMP100268,Nadia Tri Fauziah,935756,73,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,HR,Operations,Commercial,III,D3,Economics,0.0
EMP100269,Zahra Pramudita Kusuma,772941,81,PT VASKA Wellness,Distribution,Brand Executive,Finance,Product Dev,HR & Corp Affairs,IV,D3,Economics,0.0
EMP100270,Rani Aji Setiawan,325137,53,PT VASKA Wellness,Distribution,Sales Supervisor,IT,Operations,Commercial,IV,S1,Engineering,
EMP100271,Rani Nugroho,504606,102,PT VASKA Wellness,Plant,HRBP,R&D,Digital Marketing,Commercial,IV,SMA,Design,0.0
EMP100272,Yoga Qolbi Herlambang,509363,60,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Operations,Talent Management,Commercial,V,S2,Design,
EMP100273,Rani Wibowo,313299,48,PT Mandala Distribution Center,Distribution,Brand Executive,Marketing,Product Dev,HR & Corp Affairs,IV,S1,Economics,1.0
EMP100274,Nabila Anugrah Gunawan,489184,34,PT VASKA Wellness,Distribution,Supply Planner,Operations,Talent Management,Technology,IV,S2,Engineering,0.0
EMP100275,Evi Maulana,622572,58,PT Aurora Beauty Indonesia,Plant,Sales Supervisor,IT,Operations,Commercial,IV,S1,Economics,0.0
EMP100276,Maya Fauziah,204779,47,PT Lumo Cosmetics Asia,HQ,Data Analyst,Marketing,Sales,Commercial,III,D3,Business,0.0
EMP100277,Nadia Handayani,161543,31,PT Lumo Cosmetics Asia,HQ,Brand Executive,Operations,Operations,Technology,III,D3,Business,0.0
EMP100278,Tania Qolbi Lukman,392035,57,PT VASKA Wellness,Plant,Data Analyst,R&D,Product Dev,Technology,III,D3,Design,0.0
EMP100279,Julia Wibowo,344811,73,PT VASKA Wellness,HQ,Brand Executive,Finance,Operations,Commercial,III,S2,Statistics,0.0
EMP100280,Yuni Nabila Handayani,934524,72,PT Lumo Cosmetics Asia,HQ,HRBP,HR,Operations,Technology,V,D3,Statistics,0.0
EMP100281,Bella Qolbi Ridwan,924171,29,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,Operations,Digital Marketing,Technology,IV,D3,Statistics,0.0
EMP100282,Indra Siregar,149631,35,PT Mandala Distribution Center,Store,HRBP,Finance,Sales,HR & Corp Affairs,V,S1,Engineering,0.0
EMP100283,Wahyu Anggara,567119,39,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,Operations,Product Dev,Commercial,III,SMA,Design,
EMP100284,Julia Maulana,793398,27,PT Lumo Cosmetics Asia,HQ,Brand Executive,HR,Operations,Technology,IV,SMA,Psychology,0.0
EMP100285,Adi Mahardika Setiawan,651681,15,PT Lumo Cosmetics Asia,HQ,HRBP,IT,Digital Marketing,Technology,IV,S1,Engineering,0.0
EMP100286,Hana Wijaya Anggara,712677,24,PT Mandala Distribution Center,Distribution,Finance Officer,HR,Sales,Technology,V,S1,Economics,0.0
EMP100287,Bella Mahendra,574973,18,PT Aurora Beauty Indonesia,Store,Data Analyst,Operations,Talent Management,Technology,III,S2,Business,
EMP100288,Budi Rachman Ramadhan,264342,54,PT Mandala Distribution Center,HQ,Sales Supervisor,IT,Product Dev,HR & Corp Affairs,IV,S2,Economics,0.0
EMP100289,Teguh Hasibuan,306961,6,PT Mandala Distribution Center,Distribution,Brand Executive,HR,Sales,Commercial,IV,S2,Psychology,0.0
EMP100290,Ahmad Mahardika Firmansyah,971323,19,PT Mandala Distribution Center,Store,Brand Executive,Operations,Product Dev,HR & Corp Affairs,IV,D3,Design,
EMP100291,Cahyo Pratomo,508086,20,PT Lumo Cosmetics Asia,HQ,Brand Executive,HR,Sales,Commercial,III,D3,Psychology,0.0
EMP100292,Wahyu Halim Zulfikar,883265,2,PT Mandala Distribution Center,Store,HRBP,R&D,Operations,Technology,IV,S1,Economics,0.0
EMP100293,Sari Fadillah Mahendra,992880,88,PT VASKA Wellness,Distribution,Sales Supervisor,R&D,Product Dev,Technology,IV,D3,Design,0.0
EMP100294,Fitri Dharma Hidayat,354680,65,PT VASKA Wellness,HQ,Sales Supervisor,R&D,Talent Management,Commercial,V,S2,Psychology,0.0
EMP100295,Hadi Dharma Siregar,759978,33,PT Lumo Cosmetics Asia,Plant,Sales Supervisor,IT,Talent Management,Technology,III,S1,Economics,0.0
EMP100296,Bayu Nugroho,234846,49,PT Aurora Beauty Indonesia,Plant,Finance Officer,IT,Digital Marketing,Technology,IV,S1,Economics,0.0
EMP100297,Yoga Salsabila,139161,65,PT Aurora Beauty Indonesia,HQ,Supply Planner,Operations,Talent Management,HR & Corp Affairs,V,D3,Business,0.0
EMP100298,Yuni Iqbal Saputra,364358,65,PT Lumo Cosmetics Asia,HQ,Sales Supervisor,IT,Talent Management,Technology,IV,S2,Economics,0.0
EMP100299,Fajar Rachman Ridwan,970290,13,PT VASKA Wellness,Distribution,Finance Officer,IT,Talent Management,Technology,V,S1,Business,
EMP100300,Rama Lukman,997537,25,PT Lumo Cosmetics Asia,Distribution,Supply Planner,HR,Talent Management,Technology,IV,D3,Psychology,0.0
EMP100301,Rama Zulfikar,994634,31,PT VASKA Wellness,Distribution,HRBP,R&D,Product Dev,Technology,IV,S1,Statistics,0.0
EMP100302,Rizky Ginting,742035,3,PT VASKA Wellness,HQ,Supply Planner,IT,Talent Management,HR & Corp Affairs,V,SMA,Design,0.0
EMP100303,Bayu Wijaya Maulida,548503,95,PT VASKA Wellness,Store,Supply Planner,HR,Talent Management,Technology,V,S1,Business,0.0
EMP100304,Valdo Halim,860350,49,PT VASKA Wellness,Store,Finance Officer,Marketing,Digital Marketing,HR & Corp Affairs,IV,D3,Engineering,
EMP100305,Indra Herlambang,561242,68,PT Aurora Beauty Indonesia,HQ,Sales Supervisor,R&D,Operations,HR & Corp Affairs,III,S2,Economics,0.0
EMP100306,Dinda Kusuma Ananda,169031,24,PT Mandala Distribution Center,Store,Data Analyst,Finance,Product Dev,HR & Corp Affairs,III,SMA,Design,0.0
EMP100307,Sari Indrawan,969311,29,PT Mandala Distribution Center,Plant,HRBP,Marketing,Sales,Technology,IV,S2,Design,0.0
EMP100308,Nugroho Subekti,490001,52,PT VASKA Wellness,HQ,Finance Officer,Operations,Operations,Technology,V,D3,Design,0.0
EMP100309,Valdo Ridwan,581369,61,PT Mandala Distribution Center,Plant,Data Analyst,Operations,Talent Management,Technology,V,S2,Psychology,0.0
EMP100310,Rendra Pradana,470444,49,PT Mandala Distribution Center,Plant,HRBP,HR,Operations,Commercial,V,SMA,Business,0.0
EMP100311,Maya Pramudita Zulfikar,192380,62,PT Mandala Distribution Center,Plant,Supply Planner,IT,Sales,HR & Corp Affairs,V,SMA,Economics,0.0
EMP100312,Maya Lestari,273935,20,PT Aurora Beauty Indonesia,Distribution,Supply Planner,Marketing,Digital Marketing,HR & Corp Affairs,IV,SMA,Psychology,0.0
EMP100313,Budi Qolbi Hidayat,928862,50,PT Aurora Beauty Indonesia,Plant,Data Analyst,IT,Sales,Technology,III,S2,Engineering,1.0
EMP100314,Yuni Herlambang,183351,14,PT Mandala Distribution Center,Distribution,Data Analyst,IT,Sales,Technology,III,D3,Engineering,0.0
EMP100315,Rama Kusuma,705053,70,PT Aurora Beauty Indonesia,HQ,Data Analyst,Finance,Talent Management,Technology,III,SMA,Engineering,0.0
EMP100316,Joko Siregar,586510,40,PT Lumo Cosmetics Asia,Distribution,Supply Planner,Operations,Sales,Technology,III,D3,Economics,0.0
EMP100317,Budi Herlambang,982097,76,PT Mandala Distribution Center,Store,Supply Planner,Operations,Digital Marketing,Technology,IV,S2,Statistics,0.0
EMP100318,Rafa Lestari Fauziah,189958,31,PT Lumo Cosmetics Asia,Plant,Finance Officer,Marketing,Digital Marketing,Technology,III,SMA,Business,0.0
EMP100319,Valdo Anugrah Ramadhan,956018,101,PT Mandala Distribution Center,Plant,Sales Supervisor,Finance,Sales,Technology,IV,SMA,Engineering,1.0
EMP100320,Budi Hartanto,684733,25,PT VASKA Wellness,Store,Finance Officer,IT,Product Dev,Technology,IV,D3,Economics,0.0
EMP100321,Wulan Iqbal Herlambang,615567,42,PT VASKA Wellness,Distribution,Brand Executive,IT,Talent Management,HR & Corp Affairs,V,S2,Business,0.0
EMP100322,Rizka Pramudita Suharto,975189,56,PT VASKA Wellness,Plant,Supply Planner,HR,Talent Management,HR & Corp Affairs,IV,S2,Design,0.0
EMP100323,Umar Indrawan,930718,8,PT Mandala Distribution Center,Distribution,Data Analyst,Finance,Digital Marketing,Technology,V,S1,Statistics,0.0
EMP100324,Intan Halim,519062,48,PT VASKA Wellness,Store,HRBP,HR,Product Dev,Technology,III,S2,Psychology,
EMP100325,Wahyu Kusuma Hartanto,242437,34,PT Aurora Beauty Indonesia,Plant,Data Analyst,Operations,Talent Management,Commercial,V,SMA,Design,0.0
EMP100326,Rizka Qolbi Mahendra,978884,55,PT VASKA Wellness,Store,HRBP,Operations,Operations,Technology,III,S2,Statistics,1.0
EMP100327,Vania Rachman Utami,230456,86,PT Mandala Distribution Center,Distribution,Finance Officer,Finance,Sales,Technology,III,S2,Psychology,
EMP100328,Tania Yudhistira Simanjuntak,949570,37,PT VASKA Wellness,Distribution,Supply Planner,Finance,Product Dev,Technology,IV,S1,Statistics,0.0
EMP100329,Galih Iqbal Pamungkas,896333,41,PT Aurora Beauty Indonesia,Distribution,Sales Supervisor,Operations,Operations,Commercial,V,S1,Engineering,0.0
EMP100330,Kartika Gunawan,729686,25,PT Lumo Cosmetics Asia,HQ,Finance Officer,R&D,Sales,Technology,IV,S2,Psychology,0.0
EMP100331,Julia Tri Hartanto,217008,39,PT Aurora Beauty Indonesia,Store,Brand Executive,Operations,Product Dev,Commercial,III,S2,Business,1.0
EMP100332,Dewi Maulida,537866,58,PT Mandala Distribution Center,Distribution,Brand Executive,Operations,Talent Management,HR & Corp Affairs,III,D3,Design,0.0
